Date,BTC_supply
9/9/2015,14589825
9/8/2015,14586350
9/7/2015,14582950
9/6/2015,14578975
9/5/2015,14575200
9/4/2015,14571400
9/3/2015,14567625
9/2/2015,14563775
9/1/2015,14559975
8/31/2015,14556000
8/30/2015,14552400
8/29/2015,14548275
8/28/2015,14544550
8/27/2015,14540825
8/26/2015,14536950
8/25/2015,14533500
8/24/2015,14529575
8/23/2015,14526150
8/22/2015,14522325
8/21/2015,14518475
8/20/2015,14514600
8/19/2015,14510800
8/18/2015,14507175
8/17/2015,14503575
8/16/2015,14503575
8/15/2015,14499900
8/14/2015,14496550
8/13/2015,14493200
8/12/2015,14489475
8/11/2015,14486400
8/10/2015,14482175
8/9/2015,14477800
8/8/2015,14474425
8/7/2015,14470500
8/6/2015,14466950
8/5/2015,14463450
8/4/2015,14460300
8/3/2015,14456700
8/2/2015,14453025
8/1/2015,14449100
7/31/2015,14445000
7/30/2015,14441525
7/29/2015,14438100
7/28/2015,14434375
7/27/2015,14430825
7/26/2015,14426950
7/25/2015,14423500
7/24/2015,14419675
7/23/2015,14415475
7/22/2015,14411750
7/21/2015,14408075
7/20/2015,14404575
7/19/2015,14400975
7/18/2015,14397400
7/17/2015,14393400
7/16/2015,14389800
7/15/2015,14386400
7/14/2015,14382550
7/13/2015,14379075
7/12/2015,14375450
7/11/2015,14372000
7/10/2015,14368375
7/9/2015,14364475
7/8/2015,14361025
7/7/2015,14357175
7/6/2015,14353475
7/5/2015,14349225
7/4/2015,14345600
7/3/2015,14341725
7/2/2015,14337675
7/1/2015,14334175
6/30/2015,14330550
6/29/2015,14326975
6/28/2015,14323550
6/27/2015,14319875
6/26/2015,14316675
6/25/2015,14312975
6/24/2015,14308975
6/23/2015,14305200
6/22/2015,14301625
6/21/2015,14297925
6/20/2015,14294875
6/19/2015,14291525
6/18/2015,14287500
6/17/2015,14283650
6/16/2015,14280100
6/15/2015,14277025
6/14/2015,14273275
6/13/2015,14269650
6/12/2015,14265700
6/11/2015,14262300
6/10/2015,14258425
6/9/2015,14254475
6/8/2015,14250425
6/7/2015,14246900
6/6/2015,14242725
6/5/2015,14238700
6/4/2015,14235150
6/3/2015,14231600
6/2/2015,14228050
6/1/2015,14224400
5/31/2015,14220975
5/30/2015,14217300
5/29/2015,14214200
5/28/2015,14210275
5/27/2015,14206975
5/26/2015,14203350
5/25/2015,14199975
5/24/2015,14196375
5/23/2015,14192850
5/22/2015,14189850
5/21/2015,14186300
5/20/2015,14182475
5/19/2015,14178925
5/18/2015,14175525
5/17/2015,14172100
5/16/2015,14167775
5/15/2015,14164575
5/14/2015,14160450
5/13/2015,14156950
5/12/2015,14152900
5/11/2015,14148950
5/10/2015,14145225
5/9/2015,14142000
5/8/2015,14138850
5/7/2015,14135150
5/6/2015,14131125
5/5/2015,14127550
5/4/2015,14123700
5/3/2015,14120400
5/2/2015,14116950
5/1/2015,14113275
4/30/2015,14109600
4/29/2015,14106275
4/28/2015,14103050
4/27/2015,14099125
4/26/2015,14095675
4/25/2015,14091950
4/24/2015,14088100
4/23/2015,14085100
4/22/2015,14081650
4/21/2015,14078075
4/20/2015,14074100
4/19/2015,14069950
4/18/2015,14066550
4/17/2015,14063225
4/16/2015,14059875
4/15/2015,14056425
4/14/2015,14053350
4/13/2015,14049400
4/12/2015,14045875
4/11/2015,14042475
4/10/2015,14039050
4/9/2015,14035500
4/8/2015,14031925
4/7/2015,14028950
4/6/2015,14024975
4/5/2015,14021750
4/4/2015,14017975
4/3/2015,14014125
4/2/2015,14010350
4/1/2015,14006675
3/31/2015,14003125
3/30/2015,13999400
3/29/2015,13995850
3/28/2015,13992075
3/27/2015,13988325
3/26/2015,13984025
3/25/2015,13980300
3/24/2015,13976150
3/23/2015,13971975
3/22/2015,13968175
3/21/2015,13964850
3/20/2015,13961275
3/19/2015,13957750
3/18/2015,13954175
3/17/2015,13950650
3/16/2015,13947075
3/15/2015,13943800
3/14/2015,13940125
3/13/2015,13936775
3/12/2015,13933300
3/11/2015,13929975
3/10/2015,13925825
3/9/2015,13922050
3/8/2015,13918750
3/7/2015,13914850
3/6/2015,13911325
3/5/2015,13907375
3/4/2015,13904525
3/3/2015,13900600
3/2/2015,13896750
3/1/2015,13893000
2/28/2015,13889250
2/27/2015,13885875
2/26/2015,13881925
2/25/2015,13878325
2/24/2015,13874425
2/23/2015,13870975
2/22/2015,13867550
2/21/2015,13863775
2/20/2015,13860325
2/19/2015,13856175
2/18/2015,13852075
2/17/2015,13848050
2/16/2015,13844175
2/15/2015,13840225
2/14/2015,13836875
2/13/2015,13832850
2/12/2015,13829350
2/11/2015,13825950
2/10/2015,13822200
2/9/2015,13818450
2/8/2015,13814575
2/7/2015,13811375
2/6/2015,13807075
2/5/2015,13802700
2/4/2015,13799025
2/3/2015,13795000
2/2/2015,13791625
2/1/2015,13787950
1/31/2015,13783700
1/30/2015,13779825
1/29/2015,13776350
1/28/2015,13772100
1/27/2015,13768150
1/26/2015,13764525
1/25/2015,13761350
1/24/2015,13758200
1/23/2015,13755175
1/22/2015,13752075
1/21/2015,13748325
1/20/2015,13744900
1/19/2015,13741900
1/18/2015,13738025
1/17/2015,13734300
1/15/2015,13727150
1/14/2015,13723675
1/13/2015,13719900
1/12/2015,13717275
1/11/2015,13713175
1/10/2015,13709500
1/9/2015,13705975
1/8/2015,13702175
1/7/2015,13698800
1/6/2015,13695100
1/5/2015,13691175
1/4/2015,13686975
1/3/2015,13682825
1/2/2015,13678725
1/1/2015,13674725
12/31/2014,13670575
12/30/2014,13666700
12/29/2014,13663050
12/28/2014,13658825
12/27/2014,13654650
12/26/2014,13650650
12/25/2014,13647050
12/24/2014,13642825
12/23/2014,13639050
12/22/2014,13635000
12/21/2014,13631775
12/20/2014,13628150
12/19/2014,13624625
12/18/2014,13621525
12/17/2014,13618050
12/16/2014,13614875
12/15/2014,13611550
12/14/2014,13607725
12/13/2014,13604425
12/12/2014,13600850
12/11/2014,13597300
12/10/2014,13593675
12/9/2014,13589575
12/8/2014,13586100
12/7/2014,13582350
12/6/2014,13579300
12/5/2014,13575675
12/4/2014,13571925
12/3/2014,13568225
12/2/2014,13565200
12/1/2014,13561650
11/30/2014,13558075
11/29/2014,13554175
11/28/2014,13550400
11/27/2014,13546525
11/26/2014,13543250
11/25/2014,13539675
11/24/2014,13536475
11/23/2014,13532600
11/22/2014,13529075
11/21/2014,13525125
11/20/2014,13522025
11/19/2014,13518600
11/18/2014,13515175
11/17/2014,13511425
11/16/2014,13507625
11/15/2014,13504000
11/14/2014,13500250
11/13/2014,13496600
11/12/2014,13492950
11/11/2014,13489575
11/10/2014,13486050
11/9/2014,13482100
11/8/2014,13478625
11/7/2014,13474725
11/6/2014,13471125
11/5/2014,13467500
11/4/2014,13463500
11/3/2014,13459400
11/2/2014,13455525
11/1/2014,13451425
10/31/2014,13447425
10/30/2014,13442725
10/29/2014,13438400
10/28/2014,13434800
10/27/2014,13431050
10/26/2014,13427325
10/25/2014,13424075
10/24/2014,13420275
10/23/2014,13416200
10/22/2014,13412625
10/21/2014,13408350
10/20/2014,13404850
10/19/2014,13401400
10/18/2014,13398050
10/17/2014,13393825
10/16/2014,13390475
10/15/2014,13386725
10/14/2014,13383050
10/13/2014,13379550
10/12/2014,13375725
10/11/2014,13372025
10/10/2014,13368450
10/9/2014,13364475
10/8/2014,13360925
10/7/2014,13357650
10/6/2014,13353875
10/5/2014,13349875
10/4/2014,13345425
10/3/2014,13341850
10/2/2014,13338325
10/1/2014,13334625
9/30/2014,13331000
9/29/2014,13327200
9/28/2014,13323750
9/27/2014,13320275
9/26/2014,13317075
9/25/2014,13313300
9/24/2014,13309225
9/23/2014,13305150
9/22/2014,13301375
9/21/2014,13297450
9/20/2014,13293075
9/19/2014,13288750
9/18/2014,13284700
9/17/2014,13280075
9/16/2014,13275350
9/15/2014,13271125
9/14/2014,13267425
9/13/2014,13263175
9/12/2014,13258750
9/11/2014,13254725
9/10/2014,13250675
9/9/2014,13246775
9/8/2014,13243475
9/7/2014,13239650
9/6/2014,13235550
9/5/2014,13231350
9/4/2014,13227625
9/3/2014,13223450
9/2/2014,13219475
9/1/2014,13215900
8/31/2014,13212150
8/30/2014,13207275
8/29/2014,13202975
8/28/2014,13198825
8/27/2014,13194300
8/26/2014,13190275
8/25/2014,13186125
8/24/2014,13182775
8/23/2014,13178675
8/22/2014,13174750
8/21/2014,13170725
8/20/2014,13166525
8/19/2014,13162575
8/18/2014,13157425
8/17/2014,13153050
8/16/2014,13148925
8/15/2014,13144650
8/14/2014,13140575
8/13/2014,13136325
8/12/2014,13132400
8/11/2014,13127875
8/10/2014,13123325
8/9/2014,13118850
8/8/2014,13114525
8/7/2014,13110500
8/6/2014,13106575
8/5/2014,13102750
8/4/2014,13099450
8/3/2014,13096075
8/2/2014,13092275
8/1/2014,13088050
7/31/2014,13084225
7/30/2014,13080375
7/29/2014,13076000
7/28/2014,13072275
7/27/2014,13068875
7/26/2014,13064850
7/25/2014,13061350
7/24/2014,13057425
7/23/2014,13053700
7/22/2014,13050050
7/21/2014,13046475
7/20/2014,13042750
7/19/2014,13038500
7/18/2014,13034200
7/17/2014,13030225
7/16/2014,13025950
7/15/2014,13021825
7/14/2014,13018375
7/13/2014,13014750
7/12/2014,13010900
7/11/2014,13006775
7/10/2014,13003025
7/9/2014,12999175
7/8/2014,12995200
7/7/2014,12991150
7/6/2014,12987675
7/5/2014,12983950
7/4/2014,12980150
7/3/2014,12976150
7/2/2014,12972825
7/1/2014,12969350
6/30/2014,12965900
6/29/2014,12962775
6/28/2014,12958425
6/27/2014,12953750
6/26/2014,12949075
6/25/2014,12944800
6/24/2014,12940150
6/23/2014,12935200
6/22/2014,12931250
6/21/2014,12926425
6/20/2014,12921700
6/19/2014,12917075
6/18/2014,12913300
6/17/2014,12909050
6/16/2014,12904600
6/15/2014,12899525
6/14/2014,12894875
6/13/2014,12890475
6/12/2014,12886275
6/11/2014,12882400
6/10/2014,12878750
6/9/2014,12874325
6/8/2014,12870925
6/7/2014,12867175
6/6/2014,12863350
6/5/2014,12859650
6/4/2014,12856025
6/3/2014,12851450
6/2/2014,12846750
6/1/2014,12842275
5/31/2014,12837800
5/30/2014,12834000
5/29/2014,12829925
5/28/2014,12826650
5/27/2014,12822225
5/26/2014,12819000
5/25/2014,12814775
5/24/2014,12811000
5/23/2014,12806800
5/22/2014,12802850
5/21/2014,12798675
5/20/2014,12794225
5/19/2014,12789750
5/18/2014,12785325
5/17/2014,12781475
5/16/2014,12776900
5/15/2014,12772350
5/14/2014,12768200
5/13/2014,12764450
5/12/2014,12760200
5/11/2014,12756275
5/10/2014,12752125
5/9/2014,12747700
5/8/2014,12743550
5/7/2014,12739650
5/6/2014,12735575
5/5/2014,12730925
5/4/2014,12727800
5/3/2014,12724000
5/2/2014,12720400
5/1/2014,12716150
4/30/2014,12711950
4/29/2014,12708300
4/28/2014,12704350
4/27/2014,12700200
4/26/2014,12696025
4/25/2014,12691575
4/24/2014,12687475
4/23/2014,12683800
4/22/2014,12679425
4/21/2014,12675575
4/20/2014,12671150
4/19/2014,12666900
4/18/2014,12662825
4/17/2014,12658925
4/16/2014,12654575
4/15/2014,12650850
4/14/2014,12645975
4/13/2014,12641425
4/12/2014,12636450
4/11/2014,12632450
4/10/2014,12628725
4/9/2014,12624350
4/8/2014,12620725
4/7/2014,12616825
4/6/2014,12613175
4/5/2014,12609625
4/4/2014,12605150
4/3/2014,12600125
4/2/2014,12594925
4/1/2014,12590300
3/31/2014,12585825
3/30/2014,12581625
3/29/2014,12577900
3/28/2014,12573625
3/27/2014,12569050
3/26/2014,12564875
3/25/2014,12560925
3/24/2014,12557150
3/23/2014,12552175
3/22/2014,12547050
3/21/2014,12542650
3/20/2014,12538125
3/19/2014,12533950
3/18/2014,12530075
3/17/2014,12526450
3/16/2014,12522000
3/15/2014,12518050
3/14/2014,12513675
3/13/2014,12510200
3/12/2014,12505975
3/11/2014,12501775
3/10/2014,12497575
3/9/2014,12493450
3/8/2014,12489350
3/7/2014,12484975
3/6/2014,12480800
3/5/2014,12476750
3/4/2014,12472725
3/3/2014,12469250
3/2/2014,12465700
3/1/2014,12461975
2/28/2014,12458275
2/27/2014,12453575
2/26/2014,12449025
2/25/2014,12444500
2/24/2014,12440250
2/23/2014,12435700
2/22/2014,12431150
2/21/2014,12427050
2/20/2014,12422850
2/19/2014,12418575
2/18/2014,12413800
2/17/2014,12409625
2/16/2014,12405475
2/15/2014,12400650
2/14/2014,12396150
2/13/2014,12391375
2/12/2014,12386875
2/11/2014,12382700
2/10/2014,12378525
2/9/2014,12374700
2/8/2014,12370925
2/7/2014,12366550
2/6/2014,12362425
2/5/2014,12358250
2/4/2014,12353975
2/3/2014,12349750
2/2/2014,12344900
2/1/2014,12340450
1/31/2014,12335525
1/30/2014,12330925
1/29/2014,12326925
1/28/2014,12322975
1/27/2014,12318825
1/26/2014,12314800
1/25/2014,12310800
1/24/2014,12306925
1/23/2014,12302025
1/22/2014,12297575
1/21/2014,12292825
1/20/2014,12288525
1/19/2014,12283950
1/18/2014,12279350
1/17/2014,12275275
1/16/2014,12271450
1/15/2014,12266450
1/14/2014,12262175
1/13/2014,12258325
1/12/2014,12253250
1/11/2014,12248500
1/10/2014,12243325
1/9/2014,12238275
1/8/2014,12233750
1/7/2014,12228825
1/6/2014,12224150
1/5/2014,12219725
1/4/2014,12215225
1/3/2014,12211525
1/2/2014,12207450
1/1/2014,12203800
12/31/2013,12198800
12/30/2013,12194575
12/29/2013,12189725
12/28/2013,12185975
12/27/2013,12181875
