Date,ETH_price,ETH_volume
6/6/2017,266.1397081,421823672.8
6/7/2017,256.2189234,231988781.9
6/8/2017,260.3415097,181079369.6
6/9/2017,280.333548,268066730
6/10/2017,337.7921755,801852630.5
6/11/2017,341.0796489,636143278.2
6/12/2017,398.4307851,1421483466
6/13/2017,389.9448222,735420495.2
6/14/2017,347.7813577,564686366.7
6/15/2017,346.3690699,1019438927
6/16/2017,358.2845169,404203523.1
6/17/2017,372.357011,299739757.6
6/18/2017,359.4387121,315402069.4
6/19/2017,362.0442891,255793325.4
6/20/2017,358.0532311,517663237.3
6/21/2017,327.8909357,719062539.4
6/22/2017,326.959814,373363641.6
6/23/2017,331.9138051,217363813.3
6/24/2017,310.0546284,216259454.1
6/25/2017,288.0470263,492617160.3
6/26/2017,258.9194627,892409899.1
6/27/2017,280.8130147,739337521.9
6/28/2017,317.2936775,735209015.3
6/29/2017,300.1821526,467820573.9
6/30/2017,284.6910833,359285362.5
7/1/2017,262.4780734,364629592
7/2/2017,286.133607,352969409.7
7/3/2017,278.5971953,244798911.4
7/4/2017,269.7366306,239212708.1
7/5/2017,265.9369455,269182917.9
7/6/2017,267.4697236,182999371.3
7/7/2017,241.4766205,257098223.2
7/8/2017,246.214971,237052454.1
7/9/2017,238.7543185,126590931.4
7/10/2017,210.5281973,411832452.5
7/11/2017,194.3349365,628400853.3
7/12/2017,222.1388562,480090644.4
7/13/2017,206.4132504,311100836.3
7/14/2017,197.9694524,282809497
7/15/2017,171.7774409,245487302.9
7/16/2017,156.4689916,594995539.9
7/17/2017,188.3527773,527360935.2
7/18/2017,228.50328,979531260
7/19/2017,199.5905155,769335320.3
7/20/2017,223.4613484,731711069.5
7/21/2017,217.086474,390393974.2
7/22/2017,231.1435289,229970082.8
7/23/2017,226.7185993,204467773.7
7/24/2017,224.9134071,144284203.8
7/25/2017,206.8105048,358021108.6
7/26/2017,200.3285558,291270680.6
7/27/2017,203.1893218,155763232.7
7/28/2017,192.5856839,312701503.7
7/29/2017,205.5111192,420378363.7
7/30/2017,197.1989635,278403491.5
7/31/2017,203.2871963,256040954.7
8/1/2017,227.0805671,794803694.2
8/2/2017,219.0579293,310747315.8
8/3/2017,224.8679566,229219665.9
8/4/2017,221.6749595,203505640.3
8/5/2017,253.1556661,615120367.3
8/6/2017,263.2220862,640103600.5
8/7/2017,268.496629,435385633.8
8/8/2017,295.1470983,678573131.4
8/9/2017,297.0696048,1197172634
8/10/2017,296.7767241,448574816.6
8/11/2017,306.8264332,411643039.5
