Date,Ripple_price,Ripple_volume
9/3/2018,0.342654064,255056352.7
9/4/2018,0.335754548,341896700.3
9/5/2018,0.330812177,468808206.9
9/6/2018,0.281468176,394545978.8
9/7/2018,0.301489352,421848840.6
9/8/2018,0.289365052,300432868.1
9/9/2018,0.274581995,298131545.3
9/10/2018,0.27749808,278611709.5
9/11/2018,0.26881171,302129589.1
9/12/2018,0.263836394,311759795
9/13/2018,0.270151107,342327516.7
9/14/2018,0.280815933,363840606.6
9/15/2018,0.276880547,326677786.4
9/16/2018,0.281883918,250387720.5
9/17/2018,0.28120384,241091500.9
9/18/2018,0.271347906,285533927.5
9/19/2018,0.321950175,674858731
9/20/2018,0.326004614,525069885.2
9/21/2018,0.449615905,1394001878
9/22/2018,0.565418551,4307403389
9/23/2018,0.573448623,2492897028
9/24/2018,0.572512681,1064007679
9/25/2018,0.494431878,1013020981
9/26/2018,0.528123262,1723375409
9/27/2018,0.514998566,1639250152
9/28/2018,0.542321115,859572804.3
9/29/2018,0.540110979,738590479.1
9/30/2018,0.57164087,1081239677
10/1/2018,0.58161275,1308391504
10/2/2018,0.577382932,1397493860
10/3/2018,0.516662498,700808852
10/4/2018,0.528511844,828787430.3
10/5/2018,0.527541728,596664917.3
10/6/2018,0.519752781,582795301.1
10/7/2018,0.488678786,710572866.4
10/8/2018,0.48306769,559788282.9
10/9/2018,0.49118236,571441759.7
10/10/2018,0.48025563,434700458.4
10/11/2018,0.463130196,419667835.8
10/12/2018,0.382765898,919679024.4
10/13/2018,0.421278584,974718176.9
10/14/2018,0.422132428,420676075.3
10/15/2018,0.40522945,339593825.3
10/16/2018,0.453025899,1229625623
10/17/2018,0.475810518,696224404
10/18/2018,0.47589815,711807146.9
10/19/2018,0.461449988,637016687.2
10/20/2018,0.457672067,444255149.1
10/21/2018,0.464206079,426405354.3
10/22/2018,0.460829574,446592474
10/23/2018,0.456776058,317539422.8
10/24/2018,0.463953781,646754244
10/25/2018,0.458797754,520379443.1
10/26/2018,0.460452039,445181041.1
10/27/2018,0.461604975,396254310.2
10/28/2018,0.457433361,289043924.6
10/29/2018,0.463058429,334957518.4
10/30/2018,0.44091381,480694704.7
10/31/2018,0.446720328,227040091.2
11/1/2018,0.453618031,302071251.8
11/2/2018,0.458067702,382968051.2
11/3/2018,0.461717666,493211574.2
11/4/2018,0.457133843,420589523.2
11/5/2018,0.459944341,618149344.7
11/6/2018,0.49667129,924082201.4
11/7/2018,0.549978539,1853044743
11/8/2018,0.539121323,895312330.9
11/9/2018,0.496651479,898074716
11/10/2018,0.502568553,671999305.7
11/11/2018,0.508052976,438844393.6
11/12/2018,0.50878586,514239181.2
11/13/2018,0.520972685,857397372.2
11/14/2018,0.513351643,764601053.5
11/15/2018,0.477334078,1739603422
11/16/2018,0.486614088,1304087630
11/17/2018,0.474831218,695872789.5
11/18/2018,0.495510037,740803249.8
11/19/2018,0.513161569,1019902684
11/20/2018,0.481709708,1849155450
11/21/2018,0.436569623,1948711156
11/22/2018,0.449660133,1389721463
11/23/2018,0.425897333,233415635.6
11/24/2018,0.4124455,1028685413
11/25/2018,0.377212978,856816582.2
11/26/2018,0.378313185,1580182738
11/27/2018,0.359461325,1371317182
11/28/2018,0.361691441,770673150.8
11/29/2018,0.391329242,1005109623
11/30/2018,0.37969823,814252722.2
12/1/2018,0.362500394,640077941.5
12/2/2018,0.372893853,563433646.9
12/3/2018,0.365815637,490227128.4
12/4/2018,0.349260797,572225365.6
12/5/2018,0.351926459,612588704
